prefix,source_text,target_text,weight,rewards
texttofact,"When vehicle type is Others, the average number of vehicle is 133.6 in 2004/01/01, and in 2011/01/01, it is 38.0. In general, the average number of vehicle is decreasing over years.","<type>trend<subspace>vehicle type,Others<groupby>year<measure>number of vehicle,avg<parameter>decreasing<data>2004/01/01,133.6<data>2011/01/01,38.0",1,1
texttofact,"When date is 2020/01/29, number of deaths  has an average value of 3.5.","<type>value<subspace>Date,2020/01/29<measure>number of deaths ,avg<parameter>3.5",1,1
texttofact,"When year is 2007/01/01, among all types, Nursing Homes has the highest average number of care facilities at 20.67, followed by Inpatient Hospices at 0.67.","<type>rank<subspace>year,2007/01/01<groupby>type<measure>number of care facilities,avg<parameter>Nursing Homes,Inpatient Hospices<data>Inpatient Hospices,0.6666666666666666<data>Nursing Homes,20.666666666666668",1,1
texttofact,"When country of residence is Hong Kong SAR, the average number of arrivals is 10812.67 on 2013/01/01, and on 2015/12/01, it is 15284.33. In general, the average number of arrivals is increasing over dates.","<type>trend<subspace>country of residence,Hong Kong SAR<groupby>date<measure>number of arrivals,avg<parameter>increasing<data>2013/01/01,10812.666666666666<data>2015/12/01,15284.333333333334",1,1
texttofact,"When weight is 1.05kg, screen size has an average value of 13.0.","<type>value<subspace>Weight,1.05kg<measure>screen size,avg<parameter>13.0",1,1
texttofact,"When province is Tianjin, among all seasons, Spring has the highest average sales percentage of other pharmacy services  at 0.65, followed by Winter at 0.63, Summer at 0.62.","<type>rank<subspace>Province,Tianjin<groupby>Season<measure>Sales percentage of other pharmacy services ,avg<parameter>spring,winter,summer,fall<data>fall,0.61612<data>summer,0.62024<data>winter,0.62676<data>spring,0.65032",1,1
texttofact,"The average stamp duty assessed is 409297.6 in 2006/01/01 and 933937.4 in 2019/01/01. In general, the average stamp duty assessed is increasing over financial years.","<type>trend<groupby>financial year<measure>stamp duty assessed,avg<parameter>increasing<data>2006/01/01,409297.6<data>2019/01/01,933937.4",1,1
texttofact,"When epi week is 2019-W43, the average number of cases of Chickenpox is 9.0, 2943 lower than Acute Upper Respiratory Tract Infections__ 2952.0.","<type>difference<subspace>Epi week,2019-W43<groupby>type of disease<measure>number of cases,avg<focus>Acute Upper Respiratory Tract infections<focus>Chickenpox<parameter>2943<data>Acute Upper Respiratory Tract infections,2952.0<data>Chickenpox,9.0",1,1
texttofact,"When year of assessment is 2012/01/01, among all economic sectors, Wholesale & Retail Trade has the highest average number of companies at 17256.0, followed by Real Estate & Business Activities at 12951.0, Financial & Insurance Activities at 6249.0, Construction at 4672.0, Manufacturing at 4508.0.","<type>rank<subspace>year of assessment,2012/01/01<groupby>economic sector<measure>number of companies,avg<parameter>Wholesale & Retail Trade,Real Estate & Business Activities,Financial & Insurance Activities,Construction,Manufacturing,Others,Transportation & Storage,Information & Communications,Accommodation & Food Service Activities,Utilities,Other Goods Industries<data>Other Goods Industries,134.0<data>Utilities,144.0<data>Accommodation & Food Service Activities,1553.0<data>Information & Communications,2204.0<data>Transportation & Storage,2952.0<data>Others,4473.0<data>Manufacturing,4508.0<data>Construction,4672.0<data>Financial & Insurance Activities,6249.0<data>Real Estate & Business Activities,12951.0<data>Wholesale & Retail Trade,17256.0",1,1
texttofact,"When country is Netherlands, the average number of silver medals for most years is 11.0 in 2004/01/01, 11.0 in 2012/01/01, 4.0 in 2016/01/01, 6.0 in 2000/01/01. 2008/01/01 has the highest average number of silver medals, at 17.0.","<type>extreme<subspace>Country,Netherlands<groupby>Year<measure>number of silver medals,avg<focus>2008/01/01<parameter>max,17.0<data>2004/01/01,11.0<data>2012/01/01,11.0<data>2016/01/01,4.0<data>2000/01/01,6.0",1,1
texttofact,"When year is 2001/01/01, the average sales percentage of prescription drug for most seasons is 0.27 for Spring, 0.26 for Summer, 0.27 for Fall. The average sales percentage of prescription drug of Winter is 0.3, which is an aberration in comparison to other seasons.","<type>outlier<subspace>Year,2001/01/01<groupby>Season<measure>Sales percentage of prescription drug,avg<focus>winter<parameter>0.3<data>spring,0.2660833333333333<data>summer,0.2579166666666666<data>fall,0.27249999999999996",1,1
texttofact,"When year is 1980/01/01, Chinese makes up 69.57% of the total infant deaths.","<type>proportion<subspace>year,1980/01/01<groupby>ethnic group<measure>infant deaths,sum<focus>Chinese<parameter>69.57%",1,1
texttofact,"When development status is Planned - Others, among all quarters, 2014-Q2 has the highest total amount of space at 260, followed by 2017-Q2 at 245, 2014-Q3 at 245, 2017-Q3 at 244, 2017-Q4 at 234.","<type>rank<subspace>Development Status,Planned - Others<groupby>quarter<measure>Amount Of Space,sum<parameter>2014-Q2,2014-Q3,2017-Q2,2017-Q3,2017-Q4,2015-Q1,2014-Q4,2015-Q3,2018-Q2,2014-Q1,2015-Q2,2018-Q1,2016-Q3,2017-Q1,2016-Q4,2018-Q3,2015-Q4,2016-Q1,2016-Q2<data>2016-Q2,49<data>2016-Q1,73<data>2015-Q4,82<data>2018-Q3,83<data>2016-Q4,122<data>2017-Q1,132<data>2016-Q3,150<data>2015-Q2,160<data>2018-Q1,160<data>2014-Q1,179<data>2018-Q2,203<data>2015-Q3,210<data>2014-Q4,215<data>2015-Q1,222<data>2017-Q4,234<data>2017-Q3,244<data>2014-Q3,245<data>2017-Q2,245<data>2014-Q2,260",1,1
texttofact,"When quarter is 2011-Q4, the total number of resale applications is 3.0 for 1-Room, 86.0 for 2-Room, 1712.0 for 3-Room, 2224.0 for 4-Room, 1412.0 for 5-Room, 484.0 for Others. The total number of resale applications of each flat_type is unequal across the board.","<type>distribution<subspace>quarter,2011-Q4<groupby>flat_type<measure>Number of resale applications,avg<parameter><data>1-room,3.0<data>2-room,86.0<data>3-room,1712.0<data>4-room,2224.0<data>5-room,1412.0<data>Others,484.0",1,1
texttofact,"When year is 2002/01/01, the total enrollment is unevenly distributed across all courses. More specifically, the total enrollment is 505.4 for Arts, 34.2 for Commerce, 1998.0 for Science.","<type>distribution<subspace>year,2002/01/01<groupby>course<measure>enrollment,avg<parameter><data>Arts,505.4<data>Commerce,34.2<data>Science,1998.0",1,1
texttofact,"When year is 2007/01/01, the distribution of total number of newborns is uneven across all genders. More specifically, the total number of newborns is 20438.0 for Males, 19051.0 for Females, 1.0 for Unknown.","<type>distribution<subspace>year,2007/01/01<groupby>gender<measure>number of newborns,avg<parameter><data>Males,20438.0<data>Females,19051.0<data>Unknown,1.0",1,1
texttofact,"When year is 2008/01/01, the 3 cc ratings with the highest average number of cars are 1001-1600cc at 312367.0, 1601-2000cc at 138125.0, 2001-3000cc at 80415.0.","<type>rank<subspace>year,2008/01/01<groupby>CC rating<measure>number of cars,avg<parameter>1001-1600CC,1601-2000CC,2001-3000CC,3001CC and above,1000CC and below<data>1000CC and below,7777.0<data>3001CC and above,11771.0<data>2001-3000CC,80415.0<data>1601-2000CC,138125.0<data>1001-1600CC,312367.0",1,1
texttofact,"When country is United States, the maximum silver over most years is 8.0 in 2000/01/01, 17.0 in 2004/01/01, 8.0 in 2008/01/01, 22.0 in 2016/01/01. In 2012/01/01, the maximum silver is 30.0, which is an outlier compared to other years.","<type>outlier<subspace>Country,United States<groupby>Year<measure>Silver,max<focus>2012/01/01<parameter>30.0<data>2000/01/01,8.0<data>2004/01/01,17.0<data>2008/01/01,8.0<data>2016/01/01,22.0",1,1
texttofact,"When parental level of education is Some College, there are 2 categories of test preparation courses, including Completed, None.","<type>categorization<subspace>parental level of education,some college<groupby>test preparation course<parameter>completed,none",1,1
texttofact,"When year is 2005/01/01, the average export revenue among most segments is 4.85 for Software, 1.1 for It Services, 0.89 for Telecommunication Services, 0.66 for Content Services. Of Hardware, the average export revenue is 14.56, which is an outlier compared to other segments.","<type>outlier<subspace>year,2005/01/01<groupby>segment<measure>export revenue,avg<focus>hardware<parameter>14.56<data>software,4.85<data>it services,1.1<data>telecommunication services,0.89<data>content services,0.66",1,1
texttofact,"When payment method is Masterpass by Mastercard, the average unaccept rated over most years is 0.11 in 2017/01/01, 0.13 in 2019/01/01, 0.13 in 2020/01/01. The average unaccept rated in 2018/01/01 is 0.14, which deviates from that in other years. ","<type>outlier<subspace>Payment Method,Masterpass by Mastercard<groupby>Year<measure>Unaccept rated,avg<focus>2018/01/01<parameter>0.14<data>2017/01/01,0.111<data>2019/01/01,0.127<data>2020/01/01,0.13",1,1
texttofact,"When sector is Public Research Institutes, the total r&d expenditure for most years is 922.92 in 2018/01/01, 962.3 in 2017/01/01, 1125.79 in 2016/01/01, 989.39 in 2014/01/01, 900.87 in 2013/01/01, 911.87 in 2012/01/01, 975.6 in 2011/01/01, 900.99 in 2010/01/01. The total r&d expenditure in 2015/01/01 is 1126.86, which is an aberration in comparison to other years.","<type>outlier<subspace>sector,Public Research Institutes<groupby>year<measure>R&D expenditure,sum<focus>2015/01/01<parameter>1126.86<data>2018/01/01,922.92<data>2017/01/01,962.3<data>2016/01/01,1125.79<data>2014/01/01,989.39<data>2013/01/01,900.8699999999999<data>2012/01/01,911.8700000000001<data>2011/01/01,975.5999999999999<data>2010/01/01,900.99",1,1
texttofact,"Among most areas, the average pfizer revenues is 17277.5 for Europe, 19392.9 for American, 19407.8 for Asia. Pacific has the highest average pfizer revenues, which is 25219.0.","<type>extreme<groupby>Area<measure>Pfizer revenues,avg<focus>Pacific<parameter>max,25219.0<data>Europe,17277.5<data>American,19392.9<data>Asia,19407.8",1,1
texttofact,"When year is 2007/01/01, there are 8 categories of categories, including Compact, Fullsize, MPV, Midsize, Pickup, Suv, Sporty, Subcompact.","<type>categorization<subspace>Year,2007/01/01<groupby>Category<parameter>Compact,Fullsize,MPV,Midsize,Pickup,SUV,Sporty,Subcompact",1,1
texttofact,"When year is 2005/01/01, the average number of arrested abusers of Repeat is 10.75, which is 8.5 lower than the New average of 19.25.","<type>difference<subspace>year,2005/01/01<groupby>status<measure>number of arrested abusers,avg<focus>New<focus>Repeat<parameter>8.5<data>New,19.25<data>Repeat,10.75",1,1
texttofact,"When year is 2015/01/01, Operations accounts for 30.36% of the total number of full-time employee.","<type>proportion<subspace>Year,2015/01/01<groupby>department<measure>number of full-time employee,sum<focus>Operations<parameter>30.36%",1,1
texttofact,"When gender is Female, the distribution of total admission rate is uneven across all facility types. More specifically, the total admission rate is 0.65 for Acute, 0.43 for Psychiatric Hospitals, 0.48 for Community Hospitals.","<type>distribution<subspace>gender,Female<groupby>facility type<measure>admission rate,avg<parameter><data>Acute,0.6470416666666666<data>Psychiatric Hospitals,0.42758333333333337<data>Community Hospitals,0.48447916666666674",1,1
texttofact,"When year is 2006/01/01, 83.28% of the total number of awarded patents come from Private Sector.","<type>proportion<subspace>year,2006/01/01<groupby>sector<measure>number of awarded patents,sum<focus>Private Sector<parameter>83.28%",1,1
texttofact,"When ministry is National Development, 92.12% of the total number of new hires come from Actual.","<type>proportion<subspace>ministry,National Development<groupby>type of measure<measure>number of new hires,sum<focus>Actual<parameter>92.12%",1,1
texttofact,"When year is 2003/01/01, the top 3 industries ordered by average workers on short work week are Manufacturing at 2100.0, Services at 1650.0, Construction at 160.0.","<type>rank<subspace>year,2003/01/01<groupby>industry<measure>workers on short work week,avg<parameter>manufacturing,services,construction,others<data>others,0.0<data>construction,160.0<data>services,1650.0<data>manufacturing,2100.0",1,1
texttofact,"When year is 1993/01/01, the distribution of total number of newborns is uneven across all genders. More specifically, the total number of newborns is 25948.0 for Males, 24274.0 for Females, 3.0 for Unknown.","<type>distribution<subspace>year,1993/01/01<groupby>gender<measure>number of newborns,avg<parameter><data>Males,25948.0<data>Females,24274.0<data>Unknown,3.0",1,1
texttofact,"When state is Illinois, the average votes among most candidate is 25794.0 for Trump, 649.06 for Jorgensen, 299.32 for Hawkins, 78.4 for Riva. The average votes of Biden is 35253.42, which deviates from that for other candidate. ","<type>outlier<subspace>state,Illinois<groupby>candidates<measure>votes,avg<focus>Biden<parameter>35253.42<data>Trump,25794.0<data>Jorgensen,649.0582524271845<data>Hawkins,299.3203883495146<data>Riva,78.39805825242719",1,1
texttofact,"When country is Belarus, the minimum value of bronze is 0.0.","<type>value<subspace>Country,Belarus<measure>Bronze,min<parameter>0.0",1,1
texttofact,"When ministry is Cabinet Office, the average number of new hires among most types of measure is 10.65 for Actual, 10.0 for Revised. The average number of new hires of Estimated is 12.0, which deviates from that for other types of measure. ","<type>outlier<subspace>ministry,Cabinet Office<groupby>type of measure<measure>number of new hires,avg<focus>Estimated<parameter>12.0<data>Actual,10.652173913043478<data>Revised,10.0",1,1
texttofact,"When country is China, the average number of passenger vehicles has generally increased over years. The average number of passenger vehicles is 593.0 in 2010/01/01, and in 2014/01/01, it is 607.83.","<type>trend<subspace>Country,China<groupby>Year<measure>Number of Passenger vehicles,avg<parameter>increasing<data>2010/01/01,593.0<data>2014/01/01,607.8333333333334",1,1
texttofact,"When year is 1990/01/01, age groups are divided into 11 groups, including 15 - 19 Years, 20 - 24 Years, 25 - 29 Years, 30 - 34 Years, 35 - 39 Years, 40 - 44 Years, 45 - 49 Years, 50 - 54 Years, 55 - 59 Years, 60 - 64 Years, 65 Years & Over.","<type>categorization<subspace>year,1990/01/01<groupby>Age Group<parameter>15 - 19 Years,20 - 24 Years,25 - 29 Years,30 - 34 Years,35 - 39 Years,40 - 44 Years,45 - 49 Years,50 - 54 Years,55 - 59 Years,60 - 64 Years,65 Years & Over",1,1
texttofact,"When financial year is 2002/01/01, Actual accounts for 100.00% of the total number of new hires.","<type>proportion<subspace>financial year,2002/01/01<groupby>type of measure<measure>number of new hires,sum<focus>Actual<parameter>100.00%",1,1
texttofact,"When state is Missouri, the total volumes is 5568736.0.","<type>value<subspace>State,Missouri<measure>Volumes,sum<parameter>5568736.0",1,1
texttofact,"When year is 2019/01/01, the average number of enrolled students is 121.91.","<type>value<subspace>year,2019/01/01<measure>number of enrolled students,avg<parameter>121.91",1,1
texttofact,"When quarter is 2008-Q3, the average number of resale applications among most flat_types is 2.0 for 1-Room, 61.0 for 2-Room, 2296.0 for 3-Room, 2172.0 for 5-Room, 625.0 for Others. The average number of resale applications of 4-Room is 2956.0, which deviates from that for other flat_types. ","<type>outlier<subspace>quarter,2008-Q3<groupby>flat_type<measure>Number of resale applications,avg<focus>4-room<parameter>2956.0<data>1-room,2.0<data>2-room,61.0<data>3-room,2296.0<data>5-room,2172.0<data>Others,625.0",1,1
texttofact,"When product is Blade Pro, the average screen size is 17.3.","<type>value<subspace>Product,Blade Pro<measure>screen size,avg<parameter>17.3",1,1
texttofact,"When year is 2003/01/01, among all abuser types, Repeated has the highest average number of drug abusers at 179.83, followed by New at 121.67.","<type>rank<subspace>year,2003/01/01<groupby>abuser type<measure>number of drug abusers,avg<parameter>Repeated,New<data>New,121.66666666666667<data>Repeated,179.83333333333334",1,1
texttofact,"When year is 2006/01/01, New, Repeat are among the 2 types of statuses.","<type>categorization<subspace>year,2006/01/01<groupby>status<parameter>New,Repeat",1,1
texttofact,"When calendar_year is 2014/01/01, the top 3 types of stamp duty ordered by average number of transactions are Buyer's Stamp Duty at 15633.0, Additional Buyer's Stamp Duty at 7521.0, Seller's Stamp Duty at 519.0.","<type>rank<subspace>calendar_year,2014/01/01<groupby>type of stamp duty<measure>number of transactions,avg<parameter>Buyer's Stamp Duty,Additional Buyer's Stamp Duty,Seller's Stamp Duty<data>Seller's Stamp Duty,519.0<data>Additional Buyer's Stamp Duty,7521.0<data>Buyer's Stamp Duty,15633.0",1,1
texttofact,"When epi week is 2016-W30, there are 4 categories of types of disease, including Acute Conjunctivitis, Acute Diarrhoea, Acute Upper Respiratory Tract Infections, Chickenpox.","<type>categorization<subspace>Epi week,2016-W30<groupby>type of disease<parameter>Acute Conjunctivitis,Acute Diarrhoea,Acute Upper Respiratory Tract infections,Chickenpox",1,1
texttofact,"When year is 2007/01/01, the average value of number of vehicle is 1260.04.","<type>value<subspace>year,2007/01/01<measure>number of vehicle,avg<parameter>1260.04",1,1
texttofact,"When financial_year is 2016/01/01, the average number of cases is 20925.0 for 1 or 2 Room, 229746.0 for 3 Room, 232069.0 for 5 Room, 65014.0 for Executive & Others. The average number of cases of 4 Room is 395335, the highest across all types of hdb.","<type>extreme<subspace>financial_year,2016/01/01<groupby>type of hdb<measure>number of cases,avg<focus>4 Room<parameter>max,395335<data>1 or 2 Room,20925.0<data>3 Room,229746.0<data>5 Room,232069.0<data>Executive & Others,65014.0",1,1
texttofact,"When age group is 15 - 19, the total resident population is 31.22 for English, 80.9 for Mandarin, 2.7 for Chinese Dialects, 1.03 for Others, 11.43 for Malay, 6.7 for Tamil, 1.5 for Other Indian Languages. The total resident population of each language most frequently spoken at home is unequal across the board.","<type>distribution<subspace>Age Group,15 - 19<groupby>Language Most Frequently Spoken at Home<measure>Resident Population,avg<parameter><data>English,31.224999999999998<data>Mandarin,80.9<data>Chinese Dialects,2.7<data>Others,1.0333333333333332<data>Malay,11.433333333333332<data>Tamil,6.7<data>Other Indian Languages,1.5",1,1
texttofact,"When epi week is 2020-W45, the distribution of total number of cases is uneven across all types of disease. More specifically, the total number of cases is 806.0 for Acute Upper Respiratory Tract Infections, 48.0 for Acute Conjunctivitis, 312.0 for Acute Diarrhoea, 5.0 for Chickenpox, 1.0 for HFMD.","<type>distribution<subspace>Epi week,2020-W45<groupby>type of disease<measure>number of cases,avg<parameter><data>Acute Upper Respiratory Tract infections,806.0<data>Acute Conjunctivitis,48.0<data>Acute Diarrhoea,312.0<data>Chickenpox,5.0<data>HFMD,1.0",1,1
texttofact,"When year is 2014/01/01, the average number of home care visits among most countries is 28818.5 for Canada, 23314.5 for Australia, 24374.0 for United Kingdom, 28620.5 for Singapore, 32066.0 for New Zealand, 25480.0 for Japan, 31087.5 for France, 33857.0 for Spain. The average number of home care visits of United States is 35780.0, which deviates from that for other countries. ","<type>outlier<subspace>year,2014/01/01<groupby>country<measure>number of home care visits,avg<focus>United states<parameter>35780.0<data>Canada,28818.5<data>Australia,23314.5<data>United Kingdom,24374.0<data>Singapore,28620.5<data>New Zealand,32066.0<data>Japan,25480.0<data>France,31087.5<data>Spain,33857.0",1,1
texttofact,"When date is 9/1/19, number of subscriptions has an average value of 1492116.67.","<type>value<subspace>date,9/1/19<measure>number of subscriptions,avg<parameter>1492116.67",1,1
texttofact,"When vehicle type is Others, the average number of vehicle is 130.0 in 2006/01/01, 133.5 in 2005/01/01, 133.6 in 2004/01/01, 133.9 in 2007/01/01, 142.0 in 2008/01/01, 144.1 in 2010/01/01, 38.0 in 2011/01/01. The average number of vehicle in 2009/01/01 is 146.7, the highest across all years.","<type>extreme<subspace>vehicle type,Others<groupby>year<measure>number of vehicle,avg<focus>2009/01/01<parameter>max,146.7<data>2006/01/01,130.0<data>2005/01/01,133.5<data>2004/01/01,133.6<data>2007/01/01,133.9<data>2008/01/01,142.0<data>2010/01/01,144.1<data>2011/01/01,38.0",1,1
texttofact,"When location is Chongqing, the distribution of total survival time is uneven across all industries. More specifically, the total survival time is 2191.0 for Health, 968.67 for E-Commerce, 799.0 for Local Business, 1825.0 for Entertainment, 1431.0 for Travel.","<type>distribution<subspace>location,Chongqing<groupby>industry<measure>survival time,avg<parameter><data>Health,2191.0<data>E-Commerce,968.6666666666666<data>Local Business,799.0<data>Entertainment,1825.0<data>Travel,1431.0",1,1
texttofact,"When year is 2017/01/01, among most sectors, the average electric energy consumption is 2543.47 for Commercial-Related, 2750.76 for Transport-Related, 276.48 for Others, 5379.08 for Industry-Related. Households has the highest average electric energy consumption, which is 7295.82.","<type>extreme<subspace>year,2017/01/01<groupby>sector<measure>electric energy consumption,avg<focus>Households<parameter>max,7295.82<data>Commercial-Related,2543.4666280999995<data>Transport-Related,2750.76<data>Others,276.48227460000004<data>Industry-Related,5379.080829887499",1,1
texttofact,"When financial year is 2016/01/01, the average number of new hires of Presidential Councils is 3.0, 57114.0 lower than Education__ 57117.0.","<type>difference<subspace>financial year,2016/01/01<groupby>ministry<measure>number of new hires,avg<focus>Education<focus>Presidential Councils<parameter>57114.0<data>Education,57117.0<data>Presidential Councils,3.0",1,1
texttofact,"When financial_year is 2015/01/01, the distribution of total number of cases is uneven across all types of hdb. More specifically, the total number of cases is 19041.0 for 1 or 2 Room, 226485.0 for 3 Room, 384906.0 for 4 Room, 226932.0 for 5 Room, 65001.0 for Executive & Others.","<type>distribution<subspace>financial_year,2015/01/01<groupby>type of hdb<measure>number of cases,avg<parameter><data>1 or 2 Room,19041.0<data>3 Room,226485.0<data>4 Room,384906.0<data>5 Room,226932.0<data>Executive & Others,65001.0",1,1
texttofact,"When date is 7/1/08, Pre-Paid accounts for 48.92% of the total number of subscriptions.","<type>proportion<subspace>date,7/1/08<groupby>type of plan<measure>number of subscriptions,sum<focus>pre-paid<parameter>48.92%",1,1
texttofact,"When year is 2001/01/01, the average gross enrollment ratio for most levels of education is 0.45 for Tertiary Education, 0.87 for All Levels, 0.95 for Secondary Education. Primary Education has the highest average gross enrollment ratio, at 0.95.","<type>extreme<subspace>year,2001/01/01<groupby>level of education<measure>gross enrollment ratio,avg<focus>PRIMARY EDUCATION<parameter>max,0.954<data>TERTIARY EDUCATION,0.44950000000000007<data>ALL LEVELS,0.8694999999999999<data>SECONDARY EDUCATION,0.9455",1,1
texttofact,"When year is 2008/01/01, Pre-University, Primary, Secondary are among the 3 types of levels of school.","<type>categorization<subspace>year,2008/01/01<groupby>level of school<parameter>PRE-UNIVERSITY,PRIMARY,SECONDARY",1,1
texttofact,"When year is 2010/01/01, the average commercial vehicles is 939921.3.","<type>value<subspace>Year,2010/01/01<measure>Commercial Vehicles,avg<parameter>939921.3",1,1
texttofact,"When year is 1998/01/01, the average number of marriages is 23.5 for Other Brides, which is 390.0 lower than the 413.5 for Total Brides.","<type>difference<subspace>year,1998/01/01<groupby>Ethnic Group of Grooms and Brides<measure>number of Marriages,avg<focus>Total Brides<focus>Other Brides<parameter>390.0<data>Total Brides,413.5<data>Other Brides,23.5",1,1
texttofact,"When school level is Junior College, school types are divided into 3 groups, including Government, Govt-Aided, Independent.","<type>categorization<subspace>school level,Junior College<groupby>school type<parameter>Government,Govt-Aided,Independent",1,1
texttofact,"When year is 2015/01/01, 16.25% of the total male participants come from Golf.","<type>proportion<subspace>Year,2015/01/01<groupby>Sports<measure>male participants,sum<focus>Golf<parameter>16.25%",1,1
texttofact,"When financial year is 2010/01/01, the average number of instruments of Share Transfer is 25782.0, which is 174920 lower than the Others average of 200702.0.","<type>difference<subspace>financial year,2010/01/01<groupby>instrument type<measure>number of instruments,avg<focus>Others<focus>Share Transfer<parameter>174920<data>Others,200702.0<data>Share Transfer,25782.0",1,1
texttofact,"When year is 2011/01/01, among most professions, the average population percentage of medical personnel  is 0.19 for Dentists, 0.21 for Pharmacists, 0.24 for Optometrists and Opticians, 0.73 for Doctors. Nurses has the highest average population percentage of medical personnel , which is 2.13.","<type>extreme<subspace>year,2011/01/01<groupby>profession<measure>Population percentage of medical personnel ,avg<focus>Nurses<parameter>max,2.1333333333333333<data>Dentists,0.19000000000000003<data>Pharmacists,0.20666666666666667<data>Optometrists and Opticians,0.2366666666666667<data>Doctors,0.7333333333333334",1,1
texttofact,"When year is 2017/01/01, the average number of teachers for most levels of school is 1055.57 for Secondary, 203.43 for Pre-University. The average number of teachers of Primary is 1109.79, which is an aberration in comparison to other levels of school.","<type>outlier<subspace>year,2017/01/01<groupby>level of school<measure>number of teachers,avg<focus>PRIMARY<parameter>1109.79<data>SECONDARY,1055.5714285714287<data>PRE-UNIVERSITY,203.42857142857142",1,1
texttofact,"When country of nationality is France, the average number of arrivals is 573289.67.","<type>value<subspace>country of nationality,France<measure>number of arrivals,avg<parameter>573289.67",1,1
texttofact,"When town is Toa Payoh, the average resale price over most years is 453300.0 in 2017/01/01, 377000.0 in 2019/01/01, 362006.29 in 2020/01/01, 370647.33 in 2021/01/01. In 2018/01/01, the average resale price is 670750.0, which is an outlier compared to other years.","<type>outlier<subspace>town,TOA PAYOH<groupby>year<measure>resale price,avg<focus>2018/01/01<parameter>670750.0<data>2017/01/01,453300.0<data>2019/01/01,377000.0<data>2020/01/01,362006.28571428574<data>2021/01/01,370647.3333333333",1,1
texttofact,"When payment method is PayPal, the average accept rated is 0.12 in 2018/01/01, 0.13 in 2019/01/01, 0.13 in 2020/01/01. The average accept rated in 2017/01/01 is 0.15, the highest across all years.","<type>extreme<subspace>Payment Method,PayPal<groupby>Year<measure>Accept rated,avg<focus>2017/01/01<parameter>max,0.14800000000000002<data>2018/01/01,0.116<data>2019/01/01,0.13<data>2020/01/01,0.134",1,1
texttofact,"When brand is Volkswagen, among all years, 2011/01/01 has the highest average sales at 19224.14, followed by 2010/01/01 at 16808.0, 2007/01/01 at 16732.57.","<type>rank<subspace>Brand,Volkswagen<groupby>Year<measure>Sales,avg<parameter>2011/01/01,2010/01/01,2007/01/01,2008/01/01,2009/01/01<data>2009/01/01,12906.57142857143<data>2008/01/01,14630.0<data>2007/01/01,16732.571428571428<data>2010/01/01,16808.0<data>2011/01/01,19224.14285714286",1,1
texttofact,"When weight is 2kg, brands are divided into 2 groups, including Asus, Toshiba.","<type>categorization<subspace>Weight,2kg<groupby>brand<parameter>Asus,Toshiba",1,1
texttofact,"When year is 2008/01/01, the average number of vehicles of Buses is 351.0, which is 476283 lower than the Private Cars average of 476634.0.","<type>difference<subspace>year,2008/01/01<groupby>type<measure>number of vehicles,avg<focus>Private cars<focus>Buses<parameter>476283<data>Private cars,476634.0<data>Buses,351.0",1,1
texttofact,"When cc rating is 3001CC and Above, the average number of cars is 6849.0 in 2005/01/01 and 16160.0 in 2017/01/01. In general, the average number of cars is increasing over years.","<type>trend<subspace>CC rating,3001CC and above<groupby>year<measure>number of cars,avg<parameter>increasing<data>2005/01/01,6849.0<data>2017/01/01,16160.0",1,1
texttofact,"When level is Pre-University 2, among all genders, Female has the highest average enrollment at 222.72, followed by Male at 129.54.","<type>rank<subspace>level,Pre-University 2<groupby>gender<measure>enrollment,avg<parameter>Female,Male<data>Male,129.54166666666666<data>Female,222.725",1,1
texttofact,"The average stamp duty assessed has generally increased over financial years. The average stamp duty assessed is 409297.6 in 2006/01/01, and in 2019/01/01, it is 933937.4.","<type>trend<groupby>financial year<measure>stamp duty assessed,avg<parameter>increasing<data>2006/01/01,409297.6<data>2019/01/01,933937.4",1,1
texttofact,"When year is 2008/01/01, the average gross enrollment ratio among most levels of education is 0.97 for All Levels, 0.92 for Secondary Education, 0.6 for Tertiary Education. The average gross enrollment ratio of Primary Education is 0.98, which deviates from that for other levels of education. ","<type>outlier<subspace>year,2008/01/01<groupby>level of education<measure>gross enrollment ratio,avg<focus>PRIMARY EDUCATION<parameter>0.98<data>ALL LEVELS,0.9655<data>SECONDARY EDUCATION,0.923<data>TERTIARY EDUCATION,0.599",1,1
texttofact,"When type of manpower is Post Graduate, the distribution of total amount of equivalence is uneven across all sectors. More specifically, the total amount of equivalence is 0.0 for Private Sector, 0.0 for Government Sector, 51404.0 for Institutes of Higher Learning, 0.0 for Public Research Institutes.","<type>distribution<subspace>Type of manpower,Post Graduate<groupby>sector<measure>Amount of Equivalence,sum<parameter><data>Private Sector,0.0<data>Government Sector,0.0<data>Institutes of Higher Learning,51404.0<data>Public Research Institutes,0.0",1,1
texttofact,"When year is 2011/01/01, Home Nursing makes up 94.22% of the total number of home care visits.","<type>proportion<subspace>year,2011/01/01<groupby>type<measure>number of home care visits,sum<focus>Home Nursing<parameter>94.22%",1,1
